global_batch_size,micro_batch_size,TP,PP,DP,seq_len,weight,hidden_dim,tot_layers,act_intra_bandwidth,act_dp_bandwidth,act_inter_bandwidth,gpu_flops,gpu_util,tp_comm_size,tp_times,tp_operator,pp_comm_size,pp_times,pp_operator,dp_comm_size,dp_times,dp_operator,comp_time,buble_time,tot_time,tot_gpu_num
512,1,8,4,1,2048,175,12288,96,200,20,20,312,0.55,24.0,96.0,AllReduce,0.046875,2,AllGather,10.9375,1,AllReduce,273109.46166855603,1600.2507519641954,274709.71242052026,32
512,1,8,4,4,2048,175,12288,96,200,20,20,312,0.55,6.0,96.0,AllReduce,0.046875,2,AllGather,10.9375,1,AllReduce,68277.36541713901,1600.2507519641954,69877.6161691032,128
512,1,8,4,32,2048,175,12288,96,200,20,20,312,0.55,0.75,96.0,AllReduce,0.046875,2,AllGather,10.9375,1,AllReduce,8534.670677142376,1600.2507519641954,10134.921429106571,1024
512,1,8,16,8,2048,175,12288,96,200,20,20,312,0.55,3.0,24.0,AllReduce,0.046875,2,AllGather,2.734375,1,AllReduce,8534.670677142376,2000.3134399552443,10534.98411709762,1024
512,1,8,16,128,2048,175,12288,96,200,20,20,312,0.55,0.1875,24.0,AllReduce,0.046875,2,AllGather,2.734375,1,AllReduce,533.4169173213985,2000.3134399552443,2533.7303572766427,16384
512,1,32,16,32,2048,175,12288,96,200,20,20,312,0.55,0.75,24.0,AllReduce,0.046875,2,AllGather,0.68359375,1,AllReduce,533.4169173213985,500.0783599888111,1033.4952773102095,16384
